"Code Article";"Description";"Description 2";"Code Famille";"Titre Famille";"Sous-famille";"Nomenclature";"Pays d'origine";"Section";"Unité de mesure";"Code à Barres";"Code Barres Fournisseur";"Prix Unitaire";"Remise Promotion";"Prix d'Achat de Défaut";"TVA";"Existance";"Inventaire de Sécurité";"Commentaires";"Catégorie";"Fabriqué";"Suivi de Produit";"Coût par Numéro de Série";"Inactive"
"REP228467";"(10) Charging Port TCL 10 5G (T790Y)";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10";"TCL";"";"";"Uni";"5600358228467";"";"41,63";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP227019";"(10) Display TCL 10 5G";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10";"TCL";"";"";"Uni";"5600358227019";"";"56,67";"0";"0,00";"20";"0";"5";"";"Vidro";"0";"0";"0";"0"
"REP259362";"(10+) Back Cover TCL 10 Plus Purple (T782H)";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10+";"TCL";"";"";"Uni";"5600358259362";"";"33,29";"0";"0,00";"20";"0";"0";"";"Capa Traseira";"0";"0";"";"0"
"REP228849";"(10+) Charging Port TCL 10 Plus";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10+";"TCL";"";"";"Uni";"5600358228849";"";"33,29";"0";"0,00";"20";"1";"7";"";"Porta de Ligacao";"0";"0";"0";"0"
"REP334809";"(10+) Fingerprint Sensor TCL 10 Plus T782H";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10+";"TCL";"";"";"pcs";"5600358334809";"";"41,63";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"0";"0"
"REP249684";"(10+) Front Camera TCL 10 Plus (T782H)";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10+";"TCL";"";"";"Uni";"5600358249684";"";"33,29";"0";"0,00";"20";"0";"0";"";"Camera";"0";"0";"";"0"
"REP365827";"(10+) Middle Frame TCL 10 Plus";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10+";"TCL";"";"";"pcs";"5600358365827";"";"29,13";"0";"0,00";"20";"0";"0";"";"Frame";"0";"0";"0";"0"
"REP93413";"(10+)(10Pro) Display TCL 10 Plus / 10 Pro";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10+";"TCL";"";"";"Uni";"5600358193413";"";"90,00";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"0";"0"
"REP222380";"(10+)(10Pro) Display TCL 10 Plus / 10 Pro Blue";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10+";"TCL";"";"";"Uni";"5600358222380";"";"90,00";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP219304";"(10+)(10Pro) Display TCL 10 Plus / 10 Pro Violet";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10+";"TCL";"";"";"Uni";"5600358219304";"";"90,00";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP255791";"(10+)(10Pro)(20Pro) Battery TCL 10 Plus / 10 Pro / 20 Pro";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10+";"TCL";"";"";"Uni";"5600358255791";"";"41,63";"0";"0,00";"20";"1";"7";"";"Bateria";"0";"0";"";"0"
"REP245341";"(10L) Back Cover TCL 10L T770H Mariana Blue";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10L";"TCL";"";"";"Uni";"5600358245341";"";"33,29";"0";"0,00";"20";"0";"0";"";"Capa Traseira";"0";"0";"";"0"
"REP200494";"(10L) Back Cover TCL 10L T770H White";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10L";"TCL";"";"";"Uni";"5600358200494";"";"33,29";"0";"0,00";"20";"0";"0";"";"Capa Traseira";"0";"0";"";"0"
"REP220829";"(10L) Charging Port TCL 10L";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10L";"TCL";"";"";"Uni";"5600358220829";"";"41,63";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP215627";"(10L) System Connector TCL 10L";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10L";"TCL";"";"";"Uni";"5600358215627";"";"41,63";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP229655";"(10L)(10Lite) Sim Tray TCL 10L / TCL 10 Lite";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10L";"TCL";"";"";"Uni";"5600358229655";"";"8,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP280502";"(10L)(Plex) Main Flex TCL 10L / TCL Plex 780H";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10L";"TCL";"";"";"Uni";"5600358280502";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP241381";"(10Pro) Back Cover TCL 10 Pro Black";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10Pro";"TCL";"";"";"Uni";"5600358241381";"";"33,29";"0";"0,00";"20";"0";"0";"";"Capa Traseira";"0";"0";"";"0"
"REP270930";"(10Pro) Back Cover TCL 10 Pro Green";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10Pro";"TCL";"";"";"Uni";"5600358270930";"";"33,29";"0";"0,00";"20";"0";"0";"";"Capa Traseira";"0";"0";"";"0"
"REP231412";"(10Pro) Charging Port TCL 10 Pro T799B / T799H";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10Pro";"TCL";"";"";"Uni";"5600358231412";"";"33,29";"0";"0,00";"20";"1";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP237421";"(10SE) Back Camera 2MP (Depth) TCL 10 SE";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358237421";"";"33,29";"0";"0,00";"20";"0";"0";"";"Camera";"0";"0";"";"0"
"REP237407";"(10SE) Back Camera 48MP (Wide) TCL 10 SE";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358237407";"";"37,46";"0";"0,00";"20";"0";"0";"";"Camera";"0";"0";"";"0"
"REP237414";"(10SE) Back Camera 5MP (Ultrawide) TCL 10 SE";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358237414";"";"33,29";"0";"0,00";"20";"0";"0";"";"Camera";"0";"0";"";"0"
"REP227057";"(10SE) Back Camera Lens TCL 10 SE";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358227057";"";"33,29";"0";"0,00";"20";"0";"1";"";"Lente";"0";"0";"0";"0"
"REP227798";"(10SE) Charging Port TCL 10 SE";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358227798";"";"33,29";"0";"0,00";"20";"1";"7";"";"Porta de Ligacao";"0";"0";"0";"0"
"REP237346";"(10SE) Coaxial Cable TCL 10 SE";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358237346";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP96957";"(10SE) Display TCL 10 SE";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358196957";"";"45,00";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"";"0"
"REP237360";"(10SE) Earspeaker TCL 10 SE";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358237360";"";"33,29";"0";"0,00";"20";"0";"0";"";"Auscultador";"0";"0";"";"0"
"REP237391";"(10SE) FingerPrint TCL 10 SE";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358237391";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP237339";"(10SE) Front Camera TCL 10 SE";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358237339";"";"33,29";"0";"0,00";"20";"0";"0";"";"Camera";"0";"0";"";"0"
"REP233225";"(10SE) Loudspeaker TCL 10 SE";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358233225";"";"33,29";"0";"0,00";"20";"0";"0";"";"Coluna";"0";"0";"";"0"
"REP237322";"(10SE) Main Flex TCL 10 SE";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358237322";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP237353";"(10SE) Power Flex TCL 10 SE";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358237353";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP251359";"(10SE) Sim Tray TCL 10 SE";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358251359";"";"8,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP237384";"(10SE) Vibrator Motor TCL 10 SE";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358237384";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP237377";"(10SE) Volume Flex TCL 10 SE";"";"TCL";"Reparacoes TCL (TCL)";"TCL 10SE";"TCL";"";"";"Uni";"5600358237377";"";"33,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP232594";"(10Tab+) Display TCL 10 Tab Max 9295G / 9296G Black";".";"TCL";"Reparacoes TCL (TCL)";"TCL 10Tab+";"TCL";"";"";"Uni";"5600358232594";"";"74,96";"0";"0,00";"20";"0";"0";"";"Vidro";"0";"0";"0";"0"
"REP78427";"(11) Antenna Bluetooth 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"Macbook";"";"";"Uni";"5600358178427";"";"58,29";"0";"0,00";"20";"1";"20";"";"Antena";"0";"0";"";"0"
"REP271227";"(11) Antenna WIFI 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358271227";"";"58,29";"0";"0,00";"20";"2";"20";"";"Antena";"0";"0";"";"0"
"REP55985";"(11) Back Camera 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358155985";"";"83,29";"0";"0,00";"20";"2";"20";"2";"Camera";"0";"0";"";"0"
"REP82400";"(11) Back Camera Lens 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358182400";"";"33,29";"0";"0,00";"20";"1";"41";"10";"Lente";"0";"0";"0";"0"
"REP77369";"(11) Back Cover 11 Black - Grade A";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358167384";"";"108,29";"0";"0,00";"20";"1";"17";"1";"Capa Traseira";"0";"0";"0";"0"
"REP76133";"(11) Back Cover 11 Green - Grade A";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358176133";"";"108,29";"0";"0,00";"20";"0";"17";"0";"Capa Traseira";"0";"0";"0";"0"
"REP81090";"(11) Back Cover 11 Lavanda - Grade A";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358181090";"";"108,29";"0";"0,00";"20";"0";"17";"";"Capa Traseira";"0";"0";"0";"0"
"REP81106";"(11) Back Cover 11 Red";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358181106";"";"108,29";"0";"0,00";"20";"0";"17";"";"Capa Traseira";"0";"0";"0";"0"
"REP358317";"(11) Back Cover 11 White - Grade A";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358358317";"REP358317";"108,29";"0";"0,00";"20";"0";"17";"";"Capa Traseira";"0";"0";"0";"0"
"REP59365";"(11) Back Cover 11 White - Grade A";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358159365";"";"108,29";"0";"0,00";"20";"1";"17";"1";"Capa Traseira";"0";"0";"0";"0"
"REP81113";"(11) Back Cover 11 Yellow - Grade A";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358181113";"";"108,29";"0";"0,00";"20";"0";"17";"";"Capa Traseira";"0";"0";"0";"0"
"REP299573";"(11) Back Glass 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358299573";"";"108,29";"0";"0,00";"20";"0";"7";"";"Capa Traseira";"0";"0";"0";"0"
"REP79844";"(11) Battery 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358181236";"";"58,29";"0";"0,00";"20";"3";"52";"5";"Bateria";"0";"0";"0";"0"
"REP239173";"(11) Battery 11 CELL";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358239173";"";"58,29";"0";"0,00";"20";"2";"0";"5";"Bateria";"0";"0";"0";"0"
"REP68794";"(11) Charging Port 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358168794";"";"66,63";"0";"0,00";"20";"1";"20";"2";"Porta de Ligacao";"0";"0";"";"0"
"REP74764";"(11) Charging Port 11 Gold";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358174764";"";"66,63";"0";"0,00";"20";"0";"0";"0";"Porta de Ligacao";"0";"0";"";"0"
"REP74733";"(11) Charging Port 11 Green";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358174733";"";"66,63";"0";"0,00";"20";"0";"0";"0";"Porta de Ligacao";"0";"0";"0";"0"
"REP74757";"(11) Charging Port 11 Purple";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358174757";"";"66,63";"0";"0,00";"20";"0";"0";"0";"Porta de Ligacao";"0";"0";"";"0"
"REP74740";"(11) Charging Port 11 Red";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358174740";"";"66,63";"0";"0,00";"20";"0";"0";"0";"Porta de Ligacao";"0";"0";"";"0"
"REP275171";"(11) Charging Port 11 White";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358275171";"";"66,63";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"0";"0"
"REP50294";"(11) Display 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358150294";"";"80,83";"0";"0,00";"20";"2";"53";"3";"Vidro";"0";"0";"0";"0"
"REP274341";"(11) Display iPhone 11 (SVP)";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358274341";"";"102,50";"0";"0,00";"20";"0";"20";"";"Vidro";"0";"0";"0";"0"
"REP74788";"(11) Earspeaker + Proximity Sensor 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358174788";"";"74,96";"0";"0,00";"20";"1";"26";"1";"Auscultador";"0";"0";"0";"0"
"REP60507";"(11) Earspeaker 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358160507";"";"74,96";"0";"0,00";"20";"1";"20";"3";"Auscultador";"0";"0";"";"0"
"REP324169";"(11) Face ID Tag-On Repair FPC iPhone 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358324169";"";"0,00";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"0";"0"
"REP246775";"(11) Flex Battery FPC 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358246775";"";"8,29";"0";"0,00";"20";"0";"0";"5";"Outras Reparacoes";"0";"0";"0";"0"
"REP60514";"(11) Front Camera 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358160514";"";"58,29";"0";"0,00";"20";"1";"20";"2";"Camera";"0";"0";"0";"0"
"REP247741";"(11) LCD Flex iPhone 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358247741";"";"58,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"0";"0"
"REP68862";"(11) Loudspeaker 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358168862";"";"66,63";"0";"0,00";"20";"1";"20";"2";"Coluna";"0";"0";"";"0"
"REP355330";"(11) Motherboard Flex 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"pcs";"5600358355330";"";"58,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"0";"0"
"REP216730";"(11) Power + Volume Button 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358216730";"";"29,13";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP82233";"(11) Power Flex iPhone 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358182233";"";"58,29";"0";"0,00";"20";"1";"20";"";"Outras Reparacoes";"0";"0";"";"0"
"REP220560";"(11) Sim Reader 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358220560";"";"66,63";"0";"0,00";"20";"1";"0";"";"Outras Reparacoes";"0";"0";"0";"0"
"REP228375";"(11) Sim Tray 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358228375";"";"8,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP238633";"(11) Sim Tray 11 Green";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358238633";"";"8,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP275362";"(11) Sim Tray 11 Red";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358275362";"";"8,29";"0";"0,00";"20";"0";"6";"";"Outras Reparacoes";"0";"0";"";"0"
"REP231221";"(11) Sim Tray 11 White";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358231221";"";"8,29";"0";"0,00";"20";"0";"6";"";"Outras Reparacoes";"0";"0";"";"0"
"REP260917";"(11) Sim Tray 11 Yellow";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358260917";"";"8,29";"0";"0,00";"20";"0";"6";"";"Outras Reparacoes";"0";"0";"";"0"
"REP279483";"(11) Sim Tray iPhone 11 Purple";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358279483";"";"8,29";"0";"0,00";"20";"0";"0";"";"Outras Reparacoes";"0";"0";"";"0"
"REP74832";"(11) Vibrator Motor 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358174832";"";"66,63";"0";"0,00";"20";"1";"20";"";"Outras Reparacoes";"0";"0";"";"0"
"REP68145";"(11) Volume Flex 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358168145";"";"58,29";"0";"0,00";"20";"1";"20";"3";"Outras Reparacoes";"0";"0";"";"0"
"REP78380";"(11) Wifi Flex 11";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358178380";"";"66,63";"0";"0,00";"20";"1";"20";"";"Outras Reparacoes";"0";"0";"";"0"
"REP75242";"(11) Wireless charging";".";"AP";"Reparacoes iPhone (AP)";"iPhone 11";"iPhone 11";"";"";"Uni";"5600358175242";"";"66,63";"0";"0,00";"20";"1";"20";"";"Outras Reparacoes";"0";"0";"";"0"
"REP57224";"(11pro) Back Cover 11 Pro Black - Grade A";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358157224";"";"124,96";"0";"0,00";"20";"0";"17";"1";"Capa Traseira";"0";"0";"0";"0"
"REP59372";"(11pro) Back Cover 11 Pro Gold - Grade A";".";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358159372";"";"124,96";"0";"0,00";"20";"0";"17";"1";"Capa Traseira";"0";"0";"0";"0"
"REP76768";"(11pro) Back Cover 11 Pro Gold 24k Limited Edition";"#NAME?";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358176768";"";"124,96";"0";"0,00";"20";"0";"6";"0";"Capa Traseira";"0";"0";"0";"0"
"REP50744";"(11pro) Back Cover 11 Pro Midnight Green - Grade A";".";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358150744";"";"124,96";"0";"0,00";"20";"0";"17";"1";"Capa Traseira";"0";"0";"0";"0"
"REP76652";"(11pro) Back Cover 11 Pro White - Grade A";".";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358176652";"";"124,96";"0";"0,00";"20";"0";"17";"0";"Capa Traseira";"0";"0";"0";"0"
"REP76829";"(11Pro) Battery 11 Pro";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358176829";"";"58,29";"0";"0,00";"20";"3";"52";"5";"Bateria";"0";"0";"0";"0"
"REP239180";"(11Pro) Battery 11 Pro CELL";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358239180";"";"58,29";"0";"0,00";"20";"3";"17";"5";"Bateria";"0";"0";"0";"0"
"REP74547";"(11Pro) Charging Port 11 Pro";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358174597";"";"74,96";"0";"0,00";"20";"1";"20";"2";"Porta de Ligacao";"0";"0";"";"0"
"REP78922";"(11Pro) Charging Port 11 Pro Gold";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358178922";"";"74,96";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP78915";"(11Pro) Charging Port 11 Pro Green";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358178915";"";"74,96";"0";"0,00";"20";"0";"0";"";"Porta de Ligacao";"0";"0";"";"0"
"REP78908";"(11Pro) Charging Port 11 Pro White";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358178908";"";"74,96";"0";"0,00";"20";"0";"6";"";"Porta de Ligacao";"0";"0";"";"0"
"REP48246";"(11Pro) Display 11 Pro";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358148246";"";"135,00";"0";"0,00";"20";"2";"41";"2";"Vidro";"0";"0";"0";"0"
"REP252202";"(11Pro) Display 11 Pro (sem IC)";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358252202";"";"135,00";"0";"0,00";"20";"0";"0";"2";"Vidro";"0";"0";"0";"0"
"REP315235";"(11Pro) Display iPhone 11 Pro (SVP)";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358315235";"";"159,17";"0";"0,00";"20";"1";"20";"2";"Vidro";"0";"0";"0";"0"
"REP74818";"(11pro) Earspeaker + Proximity Sensor 11 Pro";".";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358174818";"";"74,96";"0";"0,00";"20";"1";"26";"";"Auscultador";"0";"0";"0";"0"
"REP73323";"(11Pro) Earspeaker 11 Pro";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358173323";"";"74,96";"0";"0,00";"20";"1";"20";"3";"Auscultador";"0";"0";"";"0"
"REP60460";"(11pro) Front Camera 11 Pro";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358160460";"";"58,29";"0";"0,00";"20";"1";"20";"2";"Camera";"0";"0";"0";"0"
"REP90429";"(11Pro) Loudspeaker 11 Pro";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358190429";"";"66,63";"0";"0,00";"20";"1";"20";"";"Coluna";"0";"0";"";"0"
"REP78533";"(11Pro) Power Flex iPhone 11 Pro";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358178533";"";"58,29";"0";"0,00";"20";"1";"20";"0";"Outras Reparacoes";"0";"0";"";"0"
"REP175204";"(11pro) Proximity Sensor 11 Pro";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358175204";"";"66,63";"0";"0,00";"20";"0";"20";"";"Outras Reparacoes";"0";"0";"";"0"
"REP75235";"(11pro) Vibrator Motor 11 pro";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358175235";"";"66,63";"0";"0,00";"20";"1";"20";"";"Outras Reparacoes";"0";"0";"";"0"
"REP60538";"(11Pro) Volume Flex + Wireless Charge Induction 11 Pro";".";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358160538";"";"66,63";"0";"0,00";"20";"1";"20";"0";"Outras Reparacoes";"0";"0";"0";"0"
"REP68350";"(11pro) Volume Flex 11 Pro";".";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358168350";"";"58,29";"0";"0,00";"20";"1";"20";"3";"Outras Reparacoes";"0";"0";"";"0"
"REP78571";"(11Pro) Wifi Flex 11 Pro";"";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358178571";"";"58,29";"0";"0,00";"20";"1";"20";"";"Outras Reparacoes";"0";"0";"";"0"
"REP251601";"(11Pro) Wireless Charge Induction";".";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358251601";"";"66,63";"0";"0,00";"20";"0";"6";"";"Outras Reparacoes";"0";"0";"";"0"
"REP53967";"(11pro)(11Pro+) Back Camera 11 Pro / 11 Pro Max";".";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358153967";"";"108,29";"0";"0,00";"20";"2";"20";"2";"Camera";"0";"0";"";"0"
"REP85166";"(11Pro)(11Pro+) Back Camera Lens 11 Pro / 11 Pro Max";".";"AP";"Reparacoes iPhone (AP)";"iPhone 11 Pro";"iPhone 11";"";"";"Uni";"5600358185166";"";"33,29";"0";"0,00";"20";"3";"35";"10";"Lente";"0";"0";"";"0"
